Kind,Name,File,CountClassCoupled,CountDeclMethod,CountDeclMethodAll,CountClassDerived,CountLineCode,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,Path,class_frequency,will_change,number_of_changes,release
Public Class,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestSummary,TestSummary.java,0.0,13.0,13.0,0.0,53.0,75,75.0,1.0,org.apache.tools.ant.taskdefs.optional.rjunit.remote.TestSummary.TestSummary.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.scm.AntStarTeamCheckOut,AntStarTeamCheckOut.java,2.0,43.0,78.0,0.0,356.0,47,95.0,3.0,org.apache.tools.ant.taskdefs.optional.scm.AntStarTeamCheckOut.AntStarTeamCheckOut.java,5,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.script.ScriptDef,ScriptDef.java,10.0,10.0,61.0,0.0,164.0,66,71.0,5.0,org.apache.tools.ant.taskdefs.optional.script.ScriptDef.ScriptDef.java,1,1,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.script.ScriptDef.Attribute,ScriptDef.java,0.0,1.0,1.0,0.0,6.0,50,0.0,1.0,org.apache.tools.ant.taskdefs.optional.script.ScriptDef.Attribute.ScriptDef.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement,ScriptDef.java,0.0,3.0,3.0,0.0,14.0,93,66.0,1.0,org.apache.tools.ant.taskdefs.optional.script.ScriptDef.NestedElement.ScriptDef.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase,ScriptDefBase.java,4.0,4.0,39.0,0.0,38.0,63,50.0,3.0,org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase.ScriptDefBase.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.script.ScriptDefTest,ScriptDefTest.java,2.0,11.0,39.0,0.0,68.0,16,0.0,3.0,org.apache.tools.ant.taskdefs.optional.script.ScriptDefTest.ScriptDefTest.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.ClassFileTest,ClassFileTest.java,3.0,3.0,3.0,0.0,29.0,14,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.ClassFileTest.ClassFileTest.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.ClassPathLoaderTest,ClassPathLoaderTest.java,2.0,2.0,2.0,0.0,12.0,42,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.ClassPathLoaderTest.ClassPathLoaderTest.java,2,0,6,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.ClassTest,ClassFileTest.java,0.0,3.0,3.0,0.0,13.0,23,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.ClassTest.ClassFileTest.java,2,0,5,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovBase,CovBase.java,2.0,7.0,42.0,3.0,56.0,21,57.0,3.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovBase.CovBase.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovMerge,CovMerge.java,9.0,8.0,50.0,0.0,103.0,32,66.0,4.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovMerge.CovMerge.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport,CovReport.java,11.0,14.0,56.0,0.0,186.0,50,82.0,4.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.CovReport.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.Reference,CovReport.java,10.0,3.0,3.0,0.0,48.0,8,33.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.Reference.CovReport.java,3,0,6,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportFormat,CovReport.java,0.0,1.0,9.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportFormat.CovReport.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportType,CovReport.java,0.0,1.0,9.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.CovReport.ReportType.CovReport.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage,Coverage.java,17.0,25.0,67.0,0.0,243.0,51,91.0,4.0,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Coverage.java,3,0,6,6
Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.CoverageStreamHandler,Coverage.java,2.0,2.0,20.0,0.0,11.0,64,0.0,3.0,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.CoverageStreamHandler.Coverage.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Finalsnapshot,Coverage.java,0.0,1.0,9.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Finalsnapshot.Coverage.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Javavm,Coverage.java,0.0,1.0,9.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Javavm.Coverage.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Recordfromstart,Coverage.java,0.0,1.0,9.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.Coverage.Recordfromstart.Coverage.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.Filters,Filters.java,2.0,5.0,5.0,0.0,63.0,59,50.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Filters.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Exclude,Filters.java,0.0,1.0,6.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Exclude.Filters.java,3,0,5,6
Public Static Abstract Class,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.FilterElement,Filters.java,0.0,5.0,5.0,2.0,20.0,0,60.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.FilterElement.Filters.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Include,Filters.java,0.0,1.0,6.0,0.0,5.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.Filters.Include.Filters.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters,ReportFilters.java,5.0,6.0,6.0,0.0,72.0,29,41.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.ReportFilters.java,3,0,6,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Exclude,ReportFilters.java,0.0,0.0,4.0,0.0,2.0,50,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Exclude.ReportFilters.java,3,0,5,6
Public Static Abstract Class,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.FilterElement,ReportFilters.java,1.0,4.0,4.0,2.0,21.0,14,50.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.FilterElement.ReportFilters.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Include,ReportFilters.java,0.0,0.0,4.0,0.0,2.0,50,0.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.ReportFilters.Include.ReportFilters.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.Socket,Socket.java,0.0,3.0,3.0,0.0,13.0,46,33.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.Socket.Socket.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.StringUtil,StringUtil.java,0.0,2.0,2.0,0.0,16.0,69,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.StringUtil.StringUtil.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.Triggers,Triggers.java,1.0,3.0,3.0,0.0,65.0,55,33.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.Triggers.Triggers.java,3,0,5,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.sitraka.Triggers.Method,Triggers.java,2.0,5.0,5.0,0.0,34.0,71,60.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.Triggers.Method.Triggers.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.XMLReport,XMLReport.java,8.0,21.0,21.0,0.0,377.0,22,86.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.XMLReport.XMLReport.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.XMLReportTest,XMLReportTest.java,6.0,4.0,4.0,0.0,43.0,37,75.0,2.0,org.apache.tools.ant.taskdefs.optional.sitraka.XMLReportTest.XMLReportTest.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFile,ClassFile.java,6.0,7.0,7.0,0.0,77.0,29,71.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFile.ClassFile.java,3,0,5,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFilter,ClassPathLoader.java,0.0,1.0,1.0,0.0,5.0,20,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassFilter.ClassPathLoader.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader,ClassPathLoader.java,4.0,6.0,6.0,0.0,82.0,55,50.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.ClassPathLoader.java,3,0,6,6
Private Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.LoaderEnumeration,ClassPathLoader.java,4.0,2.0,2.0,0.0,21.0,14,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.LoaderEnumeration.ClassPathLoader.java,1,0,0,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryFilter,ClassPathLoader.java,0.0,1.0,1.0,0.0,6.0,17,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryFilter.ClassPathLoader.java,1,0,0,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader,ClassPathLoader.java,4.0,5.0,5.0,0.0,60.0,40,40.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.DirectoryLoader.ClassPathLoader.java,1,0,0,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader,ClassPathLoader.java,2.0,3.0,3.0,0.0,26.0,19,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.JarLoader.ClassPathLoader.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.MethodInfo,MethodInfo.java,3.0,13.0,13.0,0.0,88.0,12,82.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.MethodInfo.MethodInfo.java,3,0,5,6
Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader,ClassPathLoader.java,1.0,4.0,4.0,0.0,15.0,7,50.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.NullLoader.ClassPathLoader.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils,Utils.java,2.0,22.0,22.0,0.0,207.0,60,0.0,1.0,org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.Utils.java,3,0,5,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.sos.SOS,SOS.java,7.0,37.0,72.0,4.0,201.0,91,94.0,3.0,org.apache.tools.ant.taskdefs.optional.sos.SOS.SOS.java,2,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin,SOSCheckin.java,2.0,4.0,76.0,0.0,31.0,39,0.0,4.0,org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin.SOSCheckin.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout,SOSCheckout.java,2.0,3.0,75.0,0.0,24.0,46,0.0,4.0,org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout.SOSCheckout.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sos.SOSGet,SOSGet.java,2.0,5.0,77.0,0.0,38.0,32,0.0,4.0,org.apache.tools.ant.taskdefs.optional.sos.SOSGet.SOSGet.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sos.SOSLabel,SOSLabel.java,3.0,4.0,76.0,0.0,28.0,21,0.0,4.0,org.apache.tools.ant.taskdefs.optional.sos.SOSLabel.SOSLabel.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sos.SOSTest,SOSTest.java,9.0,15.0,43.0,0.0,227.0,20,50.0,3.0,org.apache.tools.ant.taskdefs.optional.sos.SOSTest.SOSTest.java,2,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer,AntSoundPlayer.java,2.0,14.0,14.0,0.0,94.0,81,85.0,1.0,org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer.AntSoundPlayer.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sound.SoundTask,SoundTask.java,3.0,5.0,40.0,0.0,78.0,71,60.0,3.0,org.apache.tools.ant.taskdefs.optional.sound.SoundTask.SoundTask.java,4,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.sound.SoundTask.BuildAlert,SoundTask.java,3.0,6.0,6.0,0.0,46.0,70,66.0,1.0,org.apache.tools.ant.taskdefs.optional.sound.SoundTask.BuildAlert.SoundTask.java,4,0,5,6
Class,org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,SplashScreen.java,1.0,12.0,12.0,0.0,77.0,0,81.0,2.0,org.apache.tools.ant.taskdefs.optional.splash.SplashScreen.SplashScreen.java,2,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.splash.SplashScreenTest,SplashScreenTest.java,3.0,1.0,1.0,0.0,20.0,55,0.0,1.0,org.apache.tools.ant.taskdefs.optional.splash.SplashScreenTest.SplashScreenTest.java,2,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.splash.SplashTask,SplashTask.java,3.0,9.0,44.0,0.0,135.0,27,79.0,3.0,org.apache.tools.ant.taskdefs.optional.splash.SplashTask.SplashTask.java,2,1,6,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage,AbstractSshMessage.java,2.0,11.0,11.0,2.0,96.0,20,76.0,1.0,org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage.AbstractSshMessage.java,1,1,0,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage.(Anon_1),AbstractSshMessage.java,0.0,1.0,1.0,0.0,3.0,33,0.0,1.0,org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage.(Anon_1).AbstractSshMessage.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.Directory,Directory.java,0.0,15.0,15.0,0.0,77.0,0,73.0,1.0,org.apache.tools.ant.taskdefs.optional.ssh.Directory.Directory.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.ssh.SSHBase,SSHBase.java,3.0,18.0,53.0,2.0,79.0,73,82.0,3.0,org.apache.tools.ant.taskdefs.optional.ssh.SSHBase.SSHBase.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.SSHExec,SSHExec.java,4.0,8.0,61.0,0.0,145.0,46,77.0,4.0,org.apache.tools.ant.taskdefs.optional.ssh.SSHExec.SSHExec.java,1,1,0,6
Anonymous Class,org.apache.tools.ant.taskdefs.optional.ssh.SSHExec.execute.(Anon_1),SSHExec.java,1.0,1.0,1.0,0.0,12.0,8,0.0,2.0,org.apache.tools.ant.taskdefs.optional.ssh.SSHExec.execute.(Anon_1).SSHExec.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo,SSHUserInfo.java,0.0,19.0,19.0,0.0,71.0,82,85.0,1.0,org.apache.tools.ant.taskdefs.optional.ssh.SSHUserInfo.SSHUserInfo.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.Scp,Scp.java,10.0,17.0,70.0,0.0,204.0,31,70.0,4.0,org.apache.tools.ant.taskdefs.optional.ssh.Scp.Scp.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage,ScpFromMessage.java,0.0,7.0,18.0,0.0,146.0,9,77.0,2.0,org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage.ScpFromMessage.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.ScpTest,ScpTest.java,7.0,9.0,9.0,0.0,98.0,16,77.0,2.0,org.apache.tools.ant.taskdefs.optional.ssh.ScpTest.ScpTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage,ScpToMessage.java,1.0,13.0,24.0,0.0,148.0,9,76.0,2.0,org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessage.ScpToMessage.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin,StarTeamCheckin.java,3.0,13.0,109.0,0.0,165.0,74,80.0,5.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin.StarTeamCheckin.java,2,0,6,6
Private Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin.CheckinMap,StarTeamCheckin.java,4.0,2.0,6.0,0.0,32.0,34,0.0,3.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckin.CheckinMap.StarTeamCheckin.java,2,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout,StarTeamCheckout.java,4.0,18.0,114.0,0.0,323.0,65,80.0,5.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout.StarTeamCheckout.java,2,1,6,6
Private Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout.CheckoutMap,StarTeamCheckout.java,5.0,4.0,8.0,0.0,43.0,63,0.0,3.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamCheckout.CheckoutMap.StarTeamCheckout.java,2,1,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamLabel,StarTeamLabel.java,1.0,7.0,64.0,0.0,61.0,31,71.0,4.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamLabel.StarTeamLabel.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList,StarTeamList.java,4.0,11.0,107.0,0.0,162.0,54,90.0,5.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList.StarTeamList.java,2,1,6,6
Private Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList.UnmatchedListingMap,StarTeamList.java,4.0,2.0,6.0,0.0,39.0,38,0.0,3.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamList.UnmatchedListingMap.StarTeamList.java,2,0,5,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamTask,StarTeamTask.java,2.0,22.0,57.0,2.0,116.0,53,82.0,3.0,org.apache.tools.ant.taskdefs.optional.starteam.StarTeamTask.StarTeamTask.java,2,0,6,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.starteam.TreeBasedTask,TreeBasedTask.java,4.0,39.0,96.0,3.0,302.0,42,90.0,4.0,org.apache.tools.ant.taskdefs.optional.starteam.TreeBasedTask.TreeBasedTask.java,2,1,6,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask,AbstractAccessTask.java,4.0,6.0,109.0,2.0,29.0,10,0.0,5.0,org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask.AbstractAccessTask.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.unix.Chgrp,Chgrp.java,2.0,4.0,113.0,0.0,22.0,14,50.0,6.0,org.apache.tools.ant.taskdefs.optional.unix.Chgrp.Chgrp.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.unix.Chown,Chown.java,2.0,4.0,113.0,0.0,22.0,14,50.0,6.0,org.apache.tools.ant.taskdefs.optional.unix.Chown.Chown.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.unix.Symlink,Symlink.java,6.0,17.0,52.0,0.0,361.0,73,83.0,3.0,org.apache.tools.ant.taskdefs.optional.unix.Symlink.Symlink.java,1,1,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.unix.SymlinkTest,SymlinkTest.java,2.0,7.0,35.0,0.0,114.0,7,28.0,3.0,org.apache.tools.ant.taskdefs.optional.unix.SymlinkTest.SymlinkTest.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSS,MSVSS.java,8.0,54.0,89.0,8.0,371.0,59,95.0,3.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSS.MSVSS.java,6,1,6,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSS.CurrentModUpdated,MSVSS.java,1.0,1.0,9.0,0.0,5.0,40,0.0,2.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSS.CurrentModUpdated.MSVSS.java,1,0,0,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSS.WritableFiles,MSVSS.java,1.0,1.0,9.0,0.0,5.0,40,0.0,2.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSS.WritableFiles.MSVSS.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,MSVSSADD.java,4.0,7.0,96.0,0.0,37.0,35,71.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD.MSVSSADD.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN,MSVSSCHECKIN.java,4.0,6.0,95.0,0.0,34.0,38,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKIN.MSVSSCHECKIN.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT,MSVSSCHECKOUT.java,6.0,10.0,99.0,0.0,48.0,67,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCHECKOUT.MSVSSCHECKOUT.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCP,MSVSSCP.java,3.0,2.0,91.0,0.0,18.0,22,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCP.MSVSSCP.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE,MSVSSCREATE.java,3.0,4.0,93.0,0.0,26.0,31,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSCREATE.MSVSSCREATE.java,2,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET,MSVSSGET.java,6.0,11.0,100.0,0.0,51.0,61,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSGET.MSVSSGET.java,6,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY,MSVSSHISTORY.java,5.0,11.0,100.0,0.0,68.0,31,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.MSVSSHISTORY.java,3,0,6,6
Public Static Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.BriefCodediffNofile,MSVSSHISTORY.java,1.0,1.0,9.0,0.0,5.0,40,0.0,2.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY.BriefCodediffNofile.MSVSSHISTORY.java,3,0,5,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSLABEL,MSVSSLABEL.java,3.0,5.0,94.0,0.0,34.0,21,0.0,4.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSLABEL.MSVSSLABEL.java,4,0,6,6
Public Class,org.apache.tools.ant.taskdefs.optional.vss.MSVSSTest,MSVSSTest.java,20.0,23.0,51.0,0.0,284.0,25,52.0,3.0,org.apache.tools.ant.taskdefs.optional.vss.MSVSSTest.MSVSSTest.java,1,0,0,6
Public Class,org.apache.tools.ant.taskdefs.optional.windows.Attrib,Attrib.java,4.0,17.0,120.0,0.0,77.0,38,88.0,5.0,org.apache.tools.ant.taskdefs.optional.windows.Attrib.Attrib.java,1,0,0,6
Public Abstract Class,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,DefaultRmicAdapter.java,10.0,12.0,12.0,3.0,210.0,43,70.0,1.0,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.DefaultRmicAdapter.java,3,1,6,6
Private Class,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.RmicFileNameMapper,DefaultRmicAdapter.java,4.0,4.0,4.0,0.0,87.0,48,0.0,1.0,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter.RmicFileNameMapper.DefaultRmicAdapter.java,3,0,6,6
Public Class,org.apache.tools.ant.taskdefs.rmic.KaffeRmic,KaffeRmic.java,5.0,3.0,15.0,0.0,44.0,48,0.0,2.0,org.apache.tools.ant.taskdefs.rmic.KaffeRmic.KaffeRmic.java,3,1,6,6
Public Class,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,RmicAdapterFactory.java,6.0,3.0,3.0,0.0,31.0,3,0.0,1.0,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory.RmicAdapterFactory.java,3,1,5,6
Public Class,org.apache.tools.ant.taskdefs.rmic.SunRmic,SunRmic.java,5.0,1.0,13.0,0.0,39.0,18,0.0,2.0,org.apache.tools.ant.taskdefs.rmic.SunRmic.SunRmic.java,3,1,5,6
Public Class,org.apache.tools.ant.taskdefs.rmic.WLRmic,WLRmic.java,7.0,3.0,15.0,0.0,43.0,28,0.0,2.0,org.apache.tools.ant.taskdefs.rmic.WLRmic.WLRmic.java,3,1,6,6
Public Abstract Class,org.apache.tools.ant.types.AbstractFileSet,AbstractFileSet.java,27.0,51.0,70.0,2.0,337.0,74,87.0,3.0,org.apache.tools.ant.types.AbstractFileSet.AbstractFileSet.java,2,1,6,6
Public Abstract Class,org.apache.tools.ant.types.AbstractFileSetTest,AbstractFileSetTest.java,4.0,6.0,6.0,3.0,196.0,6,19.0,2.0,org.apache.tools.ant.types.AbstractFileSetTest.AbstractFileSetTest.java,2,0,5,6
